car_name,brand,car_model,registration,model_year,transmission,body_type,fuel_type,engine_capacity,kilometers_run,price
Toyota Axio PERSONAL USE 2010,Toyota,Axio,2016,2010,Manual,Saloon,"CNG, Octane",1500,120000,1390000
Toyota Aqua G Package 2013,Toyota,Aqua,2019,2013,Automatic,Saloon,"Hybrid, Octane",1500,72300,1225000
Toyota Axio ?? ????? 2007,Toyota,Axio,2015,2007,Automatic,Saloon,"CNG, Octane",1500,74856,1350000
Toyota Axio x Hybrid 2018,Toyota,Axio,2020,2018,Automatic,Saloon,Octane,1500,117561,2350000
Toyota Land Cruiser PRADO TX 2005,Toyota,Land Cruiser,2006,2005,Automatic,SUV / 4x4,Octane,2700,65311,4050000
Toyota Noah DUAL AC 2001,Toyota,Noah,2005,2001,Automatic,MPV,"CNG, Octane",2000,65824,950000
Toyota RAV4 1095000 2000,Toyota,RAV4,2003,2000,Automatic,SUV / 4x4,"Octane, LPG",1800,81500,1150000
Honda Vezel COLOR GREEN 2014,Honda,Vezel,2017,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,47582,1895000
Toyota Noah X Smart 2012,Toyota,Noah,2018,2012,Automatic,MPV,"CNG, Octane",2000,56311,2350000
Toyota Corolla G GRAED 2006,Toyota,Corolla,2010,2006,Automatic,Saloon,"CNG, Octane",1500,66311,1340000
Toyota Corolla EE111 1998,Toyota,Corolla,2002,1998,Automatic,Saloon,"CNG, Octane",1331,78452,585000
Honda Insight EX Pkg 2019,Honda,Insight,2023,2019,Automatic,Saloon,Octane,1500,28073,4600000
Toyota Hiace super GL silver 2007,Toyota,Hiace,2012,2007,Automatic,MPV,"CNG, Octane",2000,75421,1925000
Toyota Succeed UL 2003,Toyota,Succeed,2007,2003,Automatic,Estate,"CNG, Octane",1500,75311,710000
Nissan X-Trail 2003,Nissan,X-Trail,2005,2003,Automatic,SUV / 4x4,"CNG, Octane",2500,100000,960000
Toyota RAV4 1995,Toyota,RAV4,2000,1995,Automatic,SUV / 4x4,"CNG, Octane",2000,100000,480000
Toyota ist octane drive 2004,Toyota,ist,2009,2004,Automatic,Hatchback,Octane,1300,73145,896000
Toyota Premio G SUPERIOR 2014,Toyota,Premio,2017,2014,Automatic,Saloon,Octane,1500,56311,2775000
Toyota C-HR G LED MICA BLUE 2019,Toyota,C-HR,2022,2019,Automatic,SUV / 4x4,Octane,1800,19000,3870000
Toyota Noah X ONLY OCTEN 2010,Toyota,Noah,2013,2010,Automatic,MPV,Octane,2000,82000,2145000
Toyota Axio X Limited 2011,Toyota,Axio,2016,2011,Automatic,Saloon,"CNG, Octane",1500,65000,1680000
Toyota Noah Si LPG 2012,Toyota,Noah,2016,2012,Automatic,MPV,"Octane, LPG",2000,78000,2570000
"Toyota Esquire XI , GRADE : 4 2018",Toyota,Esquire,2020,2018,Automatic,MPV,Octane,1800,31000,3280000
Toyota Harrier Non Hybrid 2020,Toyota,Harrier,2023,2020,Automatic,SUV / 4x4,Octane,2000,28633,10400000
Toyota Aqua S Hybrid 2018,Toyota,Aqua,2022,2018,Automatic,Hatchback,Hybrid,1500,33693,1849000
Toyota Corolla . 2004,Toyota,Corolla,2008,2004,Automatic,Saloon,"CNG, Octane",1500,100000,1150000
Nissan X-Trail 7 Seater Sunroof 2020,Nissan,X-Trail,2021,2020,Automatic,SUV / 4x4,Octane,2000,37000,5600000
Toyota Prius Alpha 7 Seatter 2019,Toyota,Prius,2020,2019,Automatic,SUV / 4x4,"Hybrid, Octane",1800,31000,3380000
Toyota Premio FL Package 2017,Toyota,Premio,2021,2017,Automatic,Saloon,Octane,1500,45000,3300000
Toyota Fielder x 2003,Toyota,Fielder,2009,2003,Automatic,Saloon,"CNG, Octane",1500,89539,920000
Toyota Harrier Premium Package 2016,Toyota,Harrier,2022,2016,Automatic,SUV / 4x4,Octane,2000,28000,6250000
Toyota Premio Super Fres Condition 2011,Toyota,Premio,2015,2011,Automatic,Saloon,"Octane, LPG",1500,88000,2290000
"Toyota Axio W-XB, MIKA BLUE 2018",Toyota,Axio,2022,2018,Automatic,Saloon,Octane,1500,54994,2990000
Toyota Prado TX Sunroof 2007,Toyota,Prado,2008,2007,Automatic,SUV / 4x4,Octane,2700,60000,4300000
Toyota Prado TX Ltd Sunroof 2016,Toyota,Prado,2016,2016,Automatic,SUV / 4x4,Octane,2700,47000,11500000
Nissan X-Trail Extremer 2015,Nissan,X-Trail,2018,2015,Automatic,SUV / 4x4,Hybrid,2000,48000,3100000
Toyota Yaris good condition car 2006,Toyota,Yaris,2007,2006,Automatic,Saloon,"CNG, Octane",1300,69000,875000
"Toyota Axio W-XB, WINE RED 2018",Toyota,Axio,2022,2018,Automatic,Saloon,Hybrid,1500,57260,3130000
Toyota Esquire Gi premium hybrid 2018,Toyota,Esquire,2023,2018,Automatic,MPV,"Petrol, Hybrid, Octane",2000,88159,3850000
Toyota Premio F-EX 2017,Toyota,Premio,2021,2017,Automatic,Saloon,Octane,1500,36000,3460000
Nissan X-Trail . 2019,Nissan,X-Trail,2022,2019,Automatic,SUV / 4x4,Hybrid,2000,48000,4190000
Toyota Hiace GL Dual AC TRH 2018,Toyota,Hiace,2020,2018,Automatic,MPV,Diesel,2000,66000,2750000
"Toyota C-HR S LED, GRADE : 4 2018",Toyota,C-HR,2022,2018,Automatic,SUV / 4x4,Hybrid,1800,35215,2990000
Toyota Fielder G Hybrid Push 2018,Toyota,Fielder,2019,2018,Automatic,Hatchback,Octane,1500,108000,2280000
Toyota Hiace Super GL Pkg Black 2019,Toyota,Hiace,2023,2019,Automatic,MPV,"Petrol, Octane",2000,31456,3800000
Toyota Noah X-Non Hybrid 2018,Toyota,Noah,2023,2018,Automatic,MPV,"Petrol, Octane",2000,41354,3500000
Toyota Aqua S Style Black Hybrid 2018,Toyota,Aqua,2023,2018,Automatic,Hatchback,"Hynrid,Octane",1500,33215,1870000
Toyota Hiace GL ORGINAL DUAL AC 2018,Toyota,Hiace,2023,2018,Automatic,MPV,"Petrol, Octane",2000,42801,2980000
Toyota Esquire GI 2017,Toyota,Esquire,2022,2017,Automatic,MPV,Octane,2000,48452,3850000
"Toyota Hiace SUPER GL, PUSH 2020",Toyota,Hiace,2023,2020,Automatic,MPV,Octane,2000,61000,3980000
Toyota Noah X-Non Hybrid 2016,Toyota,Noah,2019,2016,Automatic,MPV,"Petrol, Octane",2000,61354,2900000
